sourceCommit,sourcePath,changeType,globalPath,existsInGlobal,alreadyEquivalent,subject,containsHebrew,containsIsraelSpecificLogic,localeSensitive,dependencyStatus,classification,exactReason,proposedAction,requiredTests
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-registry.js,M,utils/diagnostic-engine-v2/taxonomy-registry.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/taxonomy-required-tag-status.js,A,utils/diagnostic-engine-v2/taxonomy-required-tag-status.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,M,utils/diagnostic-engine-v2/topic-taxonomy-bridge.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v3/error-types-v3.js,M,utils/diagnostic-engine-v3/error-types-v3.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-engine-v3/evidence-contract-v3.js,M,utils/diagnostic-engine-v3/evidence-contract-v3.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-evidence-eligibility.js,A,utils/diagnostic-evidence-eligibility.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/diagnostic-mistake-metadata.js,M,utils/diagnostic-mistake-metadata.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/english-question-generator.js,M,utils/english-question-generator.js,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/geometry-question-generator.js,M,utils/geometry-question-generator.js,true,false,geometry,false,false,false,ok,D_subject_filtered,Touches geometry engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/geometry-topic-diagnostic-evidence.js,A,utils/geometry-topic-diagnostic-evidence.js,false,false,geometry,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for geometry; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-diagnostics/question-skill-metadata-v1.js,M,utils/learning-diagnostics/question-skill-metadata-v1.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/apply-learning-pattern-decision.js,M,utils/learning-pattern-decision/apply-learning-pattern-decision.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/build-learning-pattern-decision.js,M,utils/learning-pattern-decision/build-learning-pattern-decision.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/build-parent-report-engine-decision-contract.js,M,utils/learning-pattern-decision/build-parent-report-engine-decision-contract.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/build-subject-engine-decision-contract.js,M,utils/learning-pattern-decision/build-subject-engine-decision-contract.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/build-unified-decision-context.js,A,utils/learning-pattern-decision/build-unified-decision-context.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/engine-decision-codes.js,M,utils/learning-pattern-decision/engine-decision-codes.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/index.js,M,utils/learning-pattern-decision/index.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/lpd-parent-facing-copy.js,M,utils/learning-pattern-decision/lpd-parent-facing-copy.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,factual_closure_en|report_parity|chrome_mapping
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/learning-pattern-decision/resolve-excluded-evidence.js,M,utils/learning-pattern-decision/resolve-excluded-evidence.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/lower-grade-practice-runtime-quality.js,M,utils/lower-grade-practice-runtime-quality.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/math-question-generator.js,M,utils/math-question-generator.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/math-topic-diagnostic-evidence.js,A,utils/math-topic-diagnostic-evidence.js,false,false,math,false,false,false,missing_on_global,D_subject_filtered,Subject-scoped change for math; module absent on global — port filtered to active global subjects,port_subject_slice_for_active_subjects,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/mistake-event.js,M,utils/mistake-event.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/parent-report-engine-insights-he.js,M,utils/parent-report-engine-insights-he.js,true,false,cross-subject,true,false,true,ok,C_universal_with_locale_adaptation,"Hebrew parent-facing copy; global has English sibling layers (locales/en, parent-facing-error-pattern.js, burn-down packs)",port_meaning_into_english_i18n_not_hebrew_file,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/parent-report-engine-taxonomy-bridge.js,M,utils/parent-report-engine-taxonomy-bridge.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/parent-report-row-trend.js,M,utils/parent-report-row-trend.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/question-metadata-qa/question-metadata-scanner.js,M,utils/question-metadata-qa/question-metadata-scanner.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/question-metadata-qa/question-metadata-taxonomy.js,M,utils/question-metadata-qa/question-metadata-taxonomy.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,subject_classifier|taxonomy_e2e
30ebd6ebe5dd03ce45824a858743164a525f0467,utils/subskill-candidate-safety.js,M,utils/subskill-candidate-safety.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,global_date_policy
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,tests/learning/action-decision-consumer-migration-p4.test.mjs,M,tests/learning/action-decision-consumer-migration-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,utils/action-decision-contract/action-decision-contract-v2.js,M,utils/action-decision-contract/action-decision-contract-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,utils/contracts/assert-contract-step-consistency.js,M,utils/contracts/assert-contract-step-consistency.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,utils/contracts/recommendation-contract-normalizer.js,M,utils/contracts/recommendation-contract-normalizer.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,utils/parent-report-v2.js,M,utils/parent-report-v2.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
d656f72ca13dcf2c6488f8ffcffe42845f3186d1,utils/topic-next-step-engine.js,M,utils/topic-next-step-engine.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,ADC_unit|ADC_p2|runtime_consumption
c0bc9878f19295716bfc6017823c47588c08a742,scripts/diagnostic-engine-v2-harness.mjs,M,scripts/diagnostic-engine-v2-harness.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,scripts/parent-report-phase6-suite.mjs,M,scripts/parent-report-phase6-suite.mjs,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,scripts/topic-next-step-engine-scenarios.mjs,M,scripts/topic-next-step-engine-scenarios.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,ADC_unit|ADC_p2|runtime_consumption
c0bc9878f19295716bfc6017823c47588c08a742,tests/engine-decision-audit/full-engine-audit.mjs,M,tests/engine-decision-audit/full-engine-audit.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,add_module_from_source,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,tests/learning/action-decision-consumer-migration-p4.test.mjs,M,tests/learning/action-decision-consumer-migration-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
c0bc9878f19295716bfc6017823c47588c08a742,tests/learning/action-decision-contract-p2.test.mjs,M,tests/learning/action-decision-contract-p2.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
c0bc9878f19295716bfc6017823c47588c08a742,tests/learning/parent-report-engine-decision-contract.test.mjs,M,tests/learning/parent-report-engine-decision-contract.test.mjs,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,tests/learning/subject-engine-decision-contract.test.mjs,M,tests/learning/subject-engine-decision-contract.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,utils/action-decision-contract/action-decision-contract-v2.js,M,utils/action-decision-contract/action-decision-contract-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
c0bc9878f19295716bfc6017823c47588c08a742,utils/contracts/assert-contract-step-consistency.js,M,utils/contracts/assert-contract-step-consistency.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,utils/detailed-parent-report.js,M,utils/detailed-parent-report.js,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,utils/learning-pattern-decision/engine-decision-codes.js,M,utils/learning-pattern-decision/engine-decision-codes.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,smoke_lpd_edc
c0bc9878f19295716bfc6017823c47588c08a742,utils/topic-next-step-engine.js,M,utils/topic-next-step-engine.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Core decision/evidence engine logic independent of locale/subject content,port_diff_carefully,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,.github/workflows/parent-report-tests.yml,M,.github/workflows/parent-report-tests.yml,true,false,cross-subject,false,false,false,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,docs/audits/DECISION-ENGINE-CLAUDE-BLOCKER-CLOSURE-2026-07-24.md,A,docs/audits/DECISION-ENGINE-CLAUDE-BLOCKER-CLOSURE-2026-07-24.md,false,false,cross-subject,false,false,false,ok,F_israeli_only_skip,Israeli audit artifacts reflecting IL dossiers/labels; regenerate global audits after port,skip_regenerate_global_audits_later,none
03f6acdb6a986dbee70b0e31b85630ea72a17953,hooks/useActionDecisionRouteSync.js,A,hooks/useActionDecisionRouteSync.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,hooks/usePracticeMoreBudget.js,A,hooks/usePracticeMoreBudget.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,hooks/usePrerequisiteContentOverride.js,A,hooks/usePrerequisiteContentOverride.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,hooks/useStudentActionDecision.js,M,hooks/useStudentActionDecision.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,hooks/useStudentDisplayLevelPractice.js,M,hooks/useStudentDisplayLevelPractice.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning-client/scheduleAdaptivePlannerRecommendation.js,M,lib/learning-client/scheduleAdaptivePlannerRecommendation.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/action-decision-executor.js,M,lib/learning/action-decision-executor.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/adaptive-streak-mode-eligibility.js,A,lib/learning/adaptive-streak-mode-eligibility.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/p3b-topic-closure-producers.js,M,lib/learning/p3b-topic-closure-producers.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/practice-more-budget.js,A,lib/learning/practice-more-budget.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/prerequisite-content-source.js,A,lib/learning/prerequisite-content-source.js,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/regular-internal-adaptive.js,M,lib/learning/regular-internal-adaptive.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/learning/science-internal-adaptive.js,M,lib/learning/science-internal-adaptive.js,true,false,science,false,false,false,ok,D_subject_filtered,Touches science engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,lib/parent-server/parent-report-parent-facing.server.js,M,lib/parent-server/parent-report-parent-facing.server.js,true,false,cross-subject,false,false,true,ok,C_universal_with_locale_adaptation,Report/Demo/LPD surface logic is universal but copy/chrome must be English/LTR via global i18n,port_structure_map_copy_to_en_packs,factual_closure_en|report_parity|chrome_mapping
03f6acdb6a986dbee70b0e31b85630ea72a17953,package.json,M,package.json,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/english-master.js,M,pages/learning/english-master.js,true,false,english,false,false,false,ok,D_subject_filtered,Touches english engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/geometry-master.js,M,pages/learning/geometry-master.js,true,false,geometry,false,false,false,ok,D_subject_filtered,Touches geometry engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/hebrew-master.js,M,pages/learning/hebrew-master.js,false,false,hebrew,true,false,false,israeli_master_absent,F_israeli_only_skip,Subject hebrew is absent from global learning product,skip,none
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/history-master.js,M,pages/learning/history-master.js,false,false,history,false,false,false,israeli_master_absent,F_israeli_only_skip,Subject history is absent from global learning product,skip,none
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/math-master.js,M,pages/learning/math-master.js,true,false,math,false,false,false,ok,D_subject_filtered,Touches math engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/moledet-geography-master.js,M,pages/learning/moledet-geography-master.js,false,false,moledet-geography,false,true,false,israeli_master_absent,F_israeli_only_skip,Subject moledet-geography is absent from global learning product,skip,none
03f6acdb6a986dbee70b0e31b85630ea72a17953,pages/learning/science-master.js,M,pages/learning/science-master.js,true,false,science,false,false,false,ok,D_subject_filtered,Touches science engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,scripts/decision-engine-33-topic-coverage-closure.mjs,M,scripts/decision-engine-33-topic-coverage-closure.mjs,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,scripts/decision-engine-p3b-coverage-audit.mjs,M,scripts/decision-engine-p3b-coverage-audit.mjs,false,false,cross-subject,false,false,false,missing_on_global,G_dependency_or_risk,Path missing on global; may require supporting modules or be Israeli residue,inspect_before_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/action-decision-contract-unit-p4.test.mjs,R,tests/learning/action-decision-contract-unit-p4.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/decision-engine-e2e-benchmark.test.mjs,A,tests/learning/decision-engine-e2e-benchmark.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/decision-engine-runtime-consumption.test.mjs,A,tests/learning/decision-engine-runtime-consumption.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/parent-output-final-closure-contract.test.mjs,M,tests/learning/parent-output-final-closure-contract.test.mjs,true,false,cross-subject,false,false,false,ok,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/prerequisite-registry-p3b.test.mjs,M,tests/learning/prerequisite-registry-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/taxonomy-targeting-p3.test.mjs,M,tests/learning/taxonomy-targeting-p3.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,subject_classifier|taxonomy_e2e
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/topic-coverage-closure-p3c.test.mjs,M,tests/learning/topic-coverage-closure-p3c.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,tests/learning/topic-raw-action-p3b.test.mjs,M,tests/learning/topic-raw-action-p3b.test.mjs,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Regression coverage for engine/report/demo; adapt imports/subjects if needed,port_tests_filter_subjects,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/action-decision-contract/action-decision-contract-v2.js,M,utils/action-decision-contract/action-decision-contract-v2.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/action-decision-contract/decision-calibration-contract-v1.js,M,utils/action-decision-contract/decision-calibration-contract-v1.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/action-decision-contract/decision-consumer-registry-v1.js,M,utils/action-decision-contract/decision-consumer-registry-v1.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/action-decision-contract/prerequisite-precision.js,M,utils/action-decision-contract/prerequisite-precision.js,false,false,cross-subject,false,false,false,missing_on_global,B_universal_direct,Missing on global HEAD; required for ADC/LPD/factualObservations/evidence closure after 60a0eadd,direct_port_then_wire_global_subjects_only,ADC_unit|ADC_p2|runtime_consumption
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/contracts/assert-contract-step-consistency.js,M,utils/contracts/assert-contract-step-consistency.js,true,false,cross-subject,false,false,false,ok,B_universal_direct,Default: treat as engine/report infrastructure after filters,review_diff_then_port,smoke_lpd_edc
03f6acdb6a986dbee70b0e31b85630ea72a17953,utils/diagnostic-engine-v2/taxonomy-science.js,M,utils/diagnostic-engine-v2/taxonomy-science.js,true,false,science,false,false,false,ok,D_subject_filtered,Touches science engine/taxonomy/classifier; global has subject active,port_filtered_diff_for_subject,subject_classifier|taxonomy_e2e
